name;type;manufacturer;serial_number;model;poz;location;tag
Эл. привод;РэмТэк;ООО НПП ТЭК;211252;М.120.70.9.8100/И.S.15.3.УХЛ1;ГП13;Дреннажка;211-70.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21408;Л.7000.7.60.44.8100.V.16.3.УХЛ1;ГП16;Резервуар;К 31-70.1.4
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;62210336;КИМ2-380/4-Д09-0-2-IIСТ4 УХЛ1 v2.1;ГП16;Резервуар;К 1-70.1.4
Эл. привод;РэмТэк;ООО НПП ТЭК;21406;Л.7000.7.60.44.8100.V.16.3.УХЛ1;ГП16;Резервуар;К 31-70.1.3
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;62210337;КИМ2-380/4-Д09-0-2-IIСТ4 УХЛ1 v2.1;ГП16;Резервуар;К 1-70.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21409;Л.7000.7.60.44.8100.V.16.3.УХЛ1;ГП16;Резервуар;К 31-70.1.2
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;62210338;КИМ2-380/4-Д09-0-2-IIСТ4 УХЛ1 v2.1;ГП16;Резервуар;К 1-70.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21413;Л.7000.7.60.44.8100.V.16.3.УХЛ1;ГП16;Резервуар;К 31-70.1.1
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;62210335;КИМ2-380/4-Д09-0-2-IIСТ4 УХЛ1 v2.1;ГП16;Резервуар;К 1-70.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211391;М.120.70.9.8100/И.S.15.3.УХЛ1;ГП60;Диз. Топливо;З 3.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211383;М.120.70.9.8100/И.S.15.3.УХЛ1;ГП60;Диз. Топливо;З 3.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211384;М.120.70.9.8100/И.S.15.3.УХЛ1;ГП60;Е 1.1;З-4
Эл. привод;РэмТэк;ООО НПП ТЭК;211380;М.120.70.9.8100/И.S.15.3.УХЛ1;ГП60;Е 1.1;3-3
Эл. привод;РэмТэк;ООО НПП ТЭК;211393;М.120.70.9.8100.S.19.3.УХЛ1;ГП60;Е 1.2;3-6
Эл. привод;РэмТэк;ООО НПП ТЭК;211385;М.120.70.9.8100.S.19.3.УХЛ1;ГП60;Е 1.2;3-5
Эл. привод;РэмТэк;ООО НПП ТЭК;211395;М.120.70.9.8100.S.19.3.УХЛ1;ГП60;Е 1.3;3-8
Эл. привод;РэмТэк;ООО НПП ТЭК;211382;М.120.70.9.8100.S.19.3.УХЛ1;ГП60;Е 1.3;3-7
Эл. привод;РэмТэк;ООО НПП ТЭК;211392;М.120.70.9.8100.S.19.3.УХЛ1;ГП60;Е 1.4;3-10
Эл. привод;РэмТэк;ООО НПП ТЭК;211381;М.120.70.9.8100.S.19.3.УХЛ1;ГП60;Е 1.4;1-9
Эл. привод;РэмТэк;ООО НПП ТЭК;211405;М.120.70.9.8100.S.19.3.УХЛ1;ГП60;Е 1.5;3-12
Эл. привод;РэмТэк;ООО НПП ТЭК;211386;М.120.70.9.8100.S.19.3.УХЛ1;ГП60;Е 1.5;3-11
Эл. привод;РэмТэк;ООО НПП ТЭК;211389;М.120.70.9.8100.S.19.3.УХЛ1;ГП60;сброс диз. Топлива;З 3.2.1
Эл. привод;РэмТэк;ООО НПП ТЭК;00000048;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП15;манифольдная СК;З 3-70.2.4
Эл. привод;РэмТэк;ООО НПП ТЭК;21845;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП15;манифольдная СК;З 3-70.1.4
Эл. привод;РэмТэк;ООО НПП ТЭК;21852;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП15;манифольдная СК;З 3-70.3.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21848;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП15;манифольдная СК;З 1-70.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21856;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП15;манифольдная СК;З 3-70.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21841;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП15;манифольдная СК;З 3-70.2.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21840;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП15;манифольдная СК;З 3-70.3.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21858;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП15;манифольдная СК;З 1-70.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21847;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП15;манифольдная СК;З 3-70.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21839;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП15;манифольдная СК;З 3-70.2.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21897;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП15;манифольдная СК;З 3-70.3.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21837;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП15;манифольдная СК;З 1-70.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21838;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП15;манифольдная СК;З 3-70.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21850;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП15;манифольдная СК;З 1-70.2.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21857;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП15;манифольдная СК;З 1-70.1.4
Эл. привод;РэмТэк;ООО НПП ТЭК;21843;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП15;манифольдная СК;З 3-70.3.4
Эл. привод;РэмТэк;ООО НПП ТЭК;00000025;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП15;манифольдная СК;З 1-70.1.4
Эл. привод;РэмТэк;ООО НПП ТЭК;21844;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП15;манифольдная СК;З 3-70.2.4
Эл. привод;РэмТэк;ООО НПП ТЭК;211542;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП15;манифольдная СК;З 1-70.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212666;М.50.110.9.8100/И.V.15.3.УХЛ1;ГП22;null;М З.13-60.34
Эл. привод;РэмТэк;ООО НПП ТЭК;212657;М.100.180.9.8100/И.S.15.3.УХЛ1;ГП22;null;К 14-60.77.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212658;М.100.180.9.8100/И.S.15.3.УХЛ1;ГП22;null;К 14-60.77.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21896;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП22;null;З 1-60.17.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21888;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП22;null;З 1-60.15.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21892;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП22;null;З 1-60.15.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21880;М.600.40.17.8100/И.S.16.3.УХЛ1;ГП22;null;З 1-60.17.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21794;М.350.230.10.8100.S.16.3.УХЛ1;ГП22;null;17-60.46
Эл. привод;РэмТэк;ООО НПП ТЭК;21714;М.300.30.15.8100/И.S.16.3.УХЛ1;ГП22;null;З 1-60.35
Эл. привод;РэмТэк;ООО НПП ТЭК;21783;Л.18000.4.100.354.8100.V.16.3.УХЛ1;ГП22;null;КР 1-60.41
Эл. привод;РэмТэк;ООО НПП ТЭК;21726;М.120.70.9.8100/И.S.18.3.УХЛ1;ГП22;60Н-2№1;3 5-60.47.7
Эл. привод;РэмТэк;ООО НПП ТЭК;21786;Л.7000.7.60.330.8100.V.16.3.УХЛ1;ГП22;60Н-2№1;КР 3-60.53.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21737;М.120.70.9.8100/И.S.18.3.УХЛ1;ГП22;null;3 6-60.59.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21729;М.120.70.9.8100/И.S.18.3.УХЛ1;ГП22;null;3 6-60.58.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21731;М.120.70.9.8100/И.S.18.3.УХЛ1;ГП22;60Н-2№2;З 5-60.47.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21762;Л.7000.7.60.345.8100.V.16.3.УХЛ1;ГП22;60Н-2№2;КР 3-60.53.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21728;М.120.70.9.8100/И.S.18.3.УХЛ1;ГП22;null;З 6-60.59.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21730;М.120.70.9.8100/И.S.18.3.УХЛ1;ГП22;null;З 6-60.58.2
Эл. привод;РэмТэк;ООО НПП ТЭК;221542;М.120.70.9.8102/И.S.16.3.УХЛ1;ГП22;60Н-1№1;З 10-60.18.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21785;Л.7000.7.60.330.8100.V.16.3.УХЛ1;ГП22;60Н-1№1;Кр 5-60.24.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212664;М.50.110.9.8100/И.V.15.3.УХЛ1;ГП22;null;З 13-60.29.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21761;Л.7000.7.60.345.8100.V.16.3.УХЛ1;ГП22;null;Кр 5-60.24.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212665;М.50.110.9.8100/И.V.15.3.УХЛ1;ГП22;null;З 13-60.29.2
Эл. привод;РэмТэк;ООО НПП ТЭК;221545;М.120.70.9.8100/И.S.18.3.УХЛ1;ГП22;null;З 10-60.18.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212662;М.100.180.9.8100/И.V.15.3.УХЛ1;ГП22;60Н-5№2;З 15-60.65.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211823;М.120.70.9.8100/И.S.15.3.УХЛ1;ГП22;60Н-5№2;З 10-60.64.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212656;М.100.180.9.8100/И.V.15.3.УХЛ1;ГП22;60Н-5№1;З 15-60.65.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212319;М.120.70.9.8100/И.S.15.3.УХЛ1;ГП22;60Н-5№1;З 10-60.64.1
Эл. привод;РэмТэк;ООО НПП ТЭК;221544;М.120.70.9.8102/И.S.16.3.УХЛ1;ГП22;60Н-3№2;З 10-60.60.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212661;М.120.70.9.8100/И.S.15.3.УХЛ1;ГП22;60Н-3№1;З 15-60.61.1
Эл. привод;РэмТэк;ООО НПП ТЭК;221541;М.120.70.9.8102/И.S.16.3.УХЛ1;ГП22;60Н-5№1;З 10-60.60.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212660;М.100.180.9.8100/И.V.15.3.УХЛ1;ГП22;60Н-4№1;З 14-60.64.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212320;М.120.70.9.8100/И.S.15.3.УХЛ1;ГП22;60Н-4№1;З 10.60.62.2
Эл. привод;РэмТэк;ООО НПП ТЭК;221543;М.120.70.9.8102/И.V.16.3.УХЛ1;ГП22;60Н-4№2;З 10-60.62.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212659;М.100.180.9.8100/И.V.15.3.УХЛ1;ГП22;60Н-3№1;З 14-60.63.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21954;П.600.3.104.8100/И.V.15.3.УХЛ1;ГП24;60Е-2;null
Эл. привод;РэмТэк;ООО НПП ТЭК;21402;П.600.3.104.8100/И.V.15.3.УХЛ1;ГП24;null;null
Эл. привод;РэмТэк;ООО НПП ТЭК;00000026;П.600.3.104.8100/И.V.15.3.УХЛ1;ГП12;null;null
Эл. привод;РэмТэк;ООО НПП ТЭК;21372;П.2000.6.347.8100/И.V.15.3.УХЛ1;ГП38;null;К201
Эл. привод;РэмТэк;ООО НПП ТЭК;0000021;П.250.4.350.8100/И.V.15.3.УХЛ1;ГП38;null;КО202
Эл. привод;РэмТэк;ООО НПП ТЭК;21215;П.250.4.348.8100/И.V.15.3.УХЛ1;ГП38;null;БКК-М 302
Эл. привод;РэмТэк;ООО НПП ТЭК;21366;П.2000.6.347.8100/И.V.15.3.УХЛ1;ГП38;null;БиЛ-М 201.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21350;Л.7000.7.60.345.8100/И.V.16.3.УХЛ1;ГП38;null;БиЛ-Y201
Эл. привод;РэмТэк;ООО НПП ТЭК;21371;П.2000.6.347.8100/И.V.15.3.УХЛ1;ГП38;null;БиЛ-М 201.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21375;П.2000.6.347.8100/И.V.15.3.УХЛ1;ГП38;null;БиЛ-М 201.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21214;П.250.4.348.8100/И.V.15.3.УХЛ1;ГП38;null;БКК-М 301
Эл. привод;РэмТэк;ООО НПП ТЭК;22396;П.2000.6.224.8100/И.V.15.3.УХЛ1;ГП38;null;К 7-10.3.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21348;Л.7000.7.60.345.8100/И.V.16.3.УХЛ1;ГП38;null;БиЛ-Y202
Эл. привод;РэмТэк;ООО НПП ТЭК;21362;П.2000.6.847.8100/И.V.16.3.УХЛ1;ГП38;null;БиЛ-М 204.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21364;П.2000.6.347.8100/И.V.16.3.УХЛ1;ГП38;null;БиЛ-М 202.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21368;П.2000.6.347.8100/И.V.16.3.УХЛ1;ГП38;null;БиЛ-М 204.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21370;П.2000.6.347.8100/И.V.15.3.УХЛ1;ГП38;null;БиЛ-М 203.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21367;П.2000.6.347.8100/И.V.15.3.УХЛ1;ГП38;null;БиЛ-М 203.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21365;П.2000.6.347.8100/И.V.15.3.УХЛ1;ГП38;null;БиЛ-М 203.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21351;Л.7000.7.60.345.8100/И.V.16.3.УХЛ1;ГП38;null;БРЭР-Y 401
Эл. привод;РэмТэк;ООО НПП ТЭК;00000027;П.2000.6.347.8100/И.V.15.3.УХЛ1;ГП38;null;БиЛ-М 201
Эл. привод;РэмТэк;ООО НПП ТЭК;21216;П.250.4.350.8100/И.V.15.3.УХЛ1;ГП38;null;БиЛ-М 201.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21376;П.2000.6.347.8100/И.V.15.3.УХЛ1;ГП38;null;БиЛ-М 203
Эл. привод;РэмТэк;ООО НПП ТЭК;21217;П.250.4.350.8100/И.V.15.3.УХЛ1;ГП38;null;БиЛ-М 203.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21369;П.2000.6.347.8100/И.V.15.3.УХЛ1;ГП38;null;БиЛ-М 204
Эл. привод;РэмТэк;ООО НПП ТЭК;21525;П.48000.30.915.9200/И.V.15.3.УХЛ1;ГП11;null;28-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21524;П.48000.30.915.9200/И.V.15.3.УХЛ1;ГП11;null;29-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21521;П.48000.30.915.9200/И.V.15.3.УХЛ1;ГП11;null;30-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21519;П.48000.30.915.9200/И.V.15.3.УХЛ1;ГП11;null;31-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21528;П.48000.30.915.9200/И.V.15.3.УХЛ1;ГП11;null;32-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21522;П.48000.30.915.9200/И.V.15.3.УХЛ1;ГП11;null;13-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21526;П.48000.30.915.9200/И.V.15.3.УХЛ1;ГП11;null;16-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21520;П.48000.30.915.9200/И.V.15.3.УХЛ1;ГП11;null;19-11
Эл. привод;РэмТэк;ООО НПП ТЭК;00000028;П.48000.30.915.9200/И.V.15.3.УХЛ1;ГП11;null;22-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21527;П.48000.30.915.9200/И.V.15.3.УХЛ1;ГП11;null;25-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21110;П.600.3.349.8000/И.V.15.3.УХЛ1;ГП11;null;26-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21117;П.600.3.349.8000/И.V.15.3.УХЛ1;ГП11;null;23-11
Эл. привод;РэмТэк;ООО НПП ТЭК;00000029;П.600.3.349.8000/И.V.15.3.УХЛ1;ГП11;null;27-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21109;П.600.3.349.8000/И.V.15.3.УХЛ1;ГП11;null;24-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21114;П.600.3.349.8000/И.V.15.3.УХЛ1;ГП11;null;21-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21115;П.600.3.349.8000/И.V.15.3.УХЛ1;ГП11;null;20-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21119;П.600.3.349.8000/И.V.15.3.УХЛ1;ГП11;null;18-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21107;П.600.3.349.8000/И.V.15.3.УХЛ1;ГП11;null;17-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21113;П.600.3.349.8000/И.V.15.3.УХЛ1;ГП11;null;15-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21513;П.32000.24.914.9200/И.V.15.3.УХЛ1;ГП11;null;07-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21514;П.32000.24.914.9200/И.V.15.3.УХЛ1;ГП11;null;01-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21116;П.600.3.349.8000/И.V.15.3.УХЛ1;ГП11;null;03-11
Эл. привод;РэмТэк;ООО НПП ТЭК;null;null;ГП11;null;02-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21518;П.32000.24.914.9200/И.V.15.3.УХЛ1;ГП11;null;04-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21108;П.600.3.349.8000/И.V.15.3.УХЛ1;ГП11;null;05-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21120;П.600.3.349.8000/И.V.15.3.УХЛ1;ГП11;null;06-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21111;П.600.3.349.8000/И.V.15.3.УХЛ1;ГП11;null;08-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21112;П.600.3.349.8000/И.V.15.3.УХЛ1;ГП11;null;09-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21517;П.32000.24.914.9200/И.V.15.3.УХЛ1;ГП11;null;10-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21516;П.32000.24.914.9200/И.V.15.3.УХЛ1;ГП11;null;11-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21515;П.32000.24.914.9200/И.V.15.3.УХЛ1;ГП11;null;12-11
Эл. привод;РэмТэк;ООО НПП ТЭК;21121;П.600.3.349.8000/И.V.15.3.УХЛ1;ГП11;null;14-11
Пневмопривод;null;null;13954;ЭПУУ-15-1;ГП11;null;К 3-80.1
Эл. привод;РэмТэк;ООО НПП ТЭК;22419;П.2000.6.224.8100/И.V.15.3.УХЛ1;ГП11;null;К 6-80.2
Эл. привод;РэмТэк;ООО НПП ТЭК;22414;П.2000.6.224.8100/И.V.15.3.УХЛ1;ГП11;null;К 6-80.1
Пневмопривод;null;null;13955;ЭПУУ-15-1;ГП11;null;К 3-80.3
Пневмопривод;null;null;13933;ЭПУУ-15-1;ГП11;null;К 3-80.2
Эл. привод;РэмТэк;ООО НПП ТЭК;22420;П.2000.6.224.8100/И.V.15.3.УХЛ1;ГП11;null;К 6-80.4
Эл. привод;РэмТэк;ООО НПП ТЭК;22415;П.2000.6.224.8100/И.V.15.3.УХЛ1;ГП11;null;К 6-80.3
Пневмопривод;ПСДС-3;АО УППО;2203003;ПСДС-3 3.10.1.1 И;ГП1;null;К 1-80.4
Пневмопривод;ПСДС-3;АО УППО;2203004;ПСДС-3 3.10.1.1 И;ГП1;null;К 9-80.1
Эл. привод;РэмТэк;ООО НПП ТЭК;22810;П.250.6.260.8102.V.18.3.УХЛ1;ГП11;null;К 7-80.2
Эл. привод;РэмТэк;ООО НПП ТЭК;22418;П.2000.6.224.8100/И.V.15.3.УХЛ1;ГП11;null;К 10-80.2
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;621С0218;КИМ2-380/4-М00-1-2-IIСТ4 УХЛ1 v2.1;ГП9;null;5.2.2-1
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;621С0152;КИМ2-380/4-М00-1-2-IIСТ4 УХЛ1 v2.1;ГП9;null;5.3.1-1
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;621С0154;КИМ2-380/4-М00-1-2-IIСТ4 УХЛ1 v2.1;ГП9;null;5.3.1-1
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;0000009;КИМ2-380/4-М00-1-2-IIСТ4 УХЛ1 v2.1;ГП9;null;5.3.2-1
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;621С0255;КИМ2-380/4-М00-0-2-IIСТ4 УХЛ1 v2.1;ГП9;null;1.1-1
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;62240057;КИМ2-380/4-М00-1-2-IIСТ4 УХЛ1 v2.1;ГП9;null;1.1-2
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;62210151;КИМ2-380/4-А00-1-2-IIСТ4 УХЛ1 v2.1;ГП9;null;Кл 2-1
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;621С0260;КИМ2-380/4-М00-1-2-IIСТ4 УХЛ1 v2.1;ГП9;null;1.2-1
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;621С0220;КИМ2-380/4-М00-1-2-IIСТ4 УХЛ1 v2.1;ГП9;null;1.2-2
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;621С0259;КИМ2-380/4-М00-0-2-IIСТ4 УХЛ1 v2.1;ГП9;null;1.2-3
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;621С0156;КИМ2-380/4-М00-1-2-IIСТ4 УХЛ1 v2.1;ГП9;null;5..1-1
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;621С0155;КИМ2-380/4-М00-1-2-IIСТ4 УХЛ1 v2.1;ГП9;null;5.1.2-1
Эл. привод;КИМ;АО АБС ЗЭиМ Автоматизация;621С0236;КИМ2-380/4-М00-1-2-IIСТ4 УХЛ1 v2.1;ГП9;null;5.2.1-1
Эл. привод;РэмТэк;ООО НПП ТЭК;212337;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП26;null;КлР 38.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211653;П.600.3.386.8102.V.16.3.УХЛ1;ГП26;null;Кр 38.5.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211654;П.600.3.386.8102.V.16.3.УХЛ1;ГП26;null;Кр 38.4.1
Эл. привод;РэмТэк;ООО НПП ТЭК;221927;М.100.220.9.8100/И.S.16.3.УХЛ1;ГП26;null;З 7-40.2.2
Эл. привод;РэмТэк;ООО НПП ТЭК;221935;М.50.110.9.8100/И.S.16.3.УХЛ1;ГП26;null;З 8.40.23
Эл. привод;РэмТэк;ООО НПП ТЭК;221928;М.100.220.9.8100/И.S.16.3.УХЛ1;ГП26;null;З 7-40.29
Эл. привод;РэмТэк;ООО НПП ТЭК;221931;М.50.110.9.8100/И.S.16.3.УХЛ1;ГП26;null;З 12-40.35
Эл. привод;РэмТэк;ООО НПП ТЭК;212368;Л.7000.7.60.297.8100.V.16.3.УХЛ1;ГП33;30Е-3№1;КлР 24.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;212366;Л.7000.7.60.297.8100.V.16.3.УХЛ1;ГП33;30Е-3№1;КлЗ 24.1.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211985;М.220.120.10.8100.V.16.3.УХЛ1;ГП33;на факел;Кр24.2.1
Эл. привод;РэмТэк;ООО НПП ТЭК;221130;П.24000.18.00.9200.V.16.3.УХЛ1;ГП33;30Е-3№1;Зд 24.2.1
Эл. привод;РэмТэк;ООО НПП ТЭК;221131;П.24000.18.00.9200.V.16.3.УХЛ1;ГП33;30Е-3№2;Зд 24.2.2
Эл. привод;РэмТэк;ООО НПП ТЭК;221132;П.24000.18.00.9200.V.16.3.УХЛ1;ГП33;30Е-3№3;Зд 24.2.3
Эл. привод;РэмТэк;ООО НПП ТЭК;212339;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП33;30Е-3№2;КлР 24.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212401;Л.7000.7.60.33.8100.V.16.3.УХЛ1;ГП33;30Е-3№2;КлЗ 24.1.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211986;М.220.120.10.8100.V.16.3.УХЛ1;ГП33;null;Кр 24.2.2
Эл. привод;РэмТэк;ООО НПП ТЭК;212369;Л.7000.7.60.297.8100.V.16.3.УХЛ1;ГП33;30Е-3№3;КлР 24.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;212370;Л.7000.7.60.297.8100.V.16.3.УХЛ1;ГП33;30Е-3№3;КлЗ 24.1.3
Эл. привод;РэмТэк;ООО НПП ТЭК;211987;М.220.120.10.8100.V.16.3.УХЛ1;ГП33;null;Кр 24.2.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21744;М.200.80.9.8100/И.S.16.3.УХЛ1;ГП33;30Е-4;З 6-30.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211246;М.120.70.9.8100/И.S.15.3.УХЛ1;ГП18;null;З 13-70.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211250;М.120.70.9.8100/И.S.15.3.УХЛ1;ГП18;null;З 8-60.76
Эл. привод;РэмТэк;ООО НПП ТЭК;21795;М.200.80.9.8100/И.S.16.3.УХЛ1;ГП21;null;З 1-60.13.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21773;М.350.230.15.8100/И.S.16.3.УХЛ1;ГП21;null;З 3-60.3.3
Эл. привод;РэмТэк;ООО НПП ТЭК;21793;М.350.230.10.8100/И.S.16.3.УХЛ1;ГП21;null;З 1-60.13.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21772;М.350.230.15.8100/И.S.16.3.УХЛ1;ГП21;null;З 3-60.3.2
Эл. привод;РэмТэк;ООО НПП ТЭК;21851;П.600.40.17.8100/И.V.16.3.УХЛ1;ГП21;null;З 1-60.13.1
Эл. привод;РэмТэк;ООО НПП ТЭК;21774;М.350.230.15.8100/И.S.16.3.УХЛ1;ГП21;null;З 3-60.3.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211327;Л.3500.7.60.297.8100/И.V.16.3.УХЛ1;ГП21;null;Кр 8-60.86.2
Эл. привод;РэмТэк;ООО НПП ТЭК;211330;Л.3500.7.60.297.8100/И.V.16.3.УХЛ1;ГП21;null;Кр 1-60.86.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211244;М.120.70.9.8100/И.S.15.3.УХЛ1;ГП21;null;З 10-60.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211613;П.2000.6.113.8100/И.V.16.3.УХЛ1;ГП20;азот в 60Р-1№1;К 1-60.88.1
Эл. привод;РэмТэк;ООО НПП ТЭК;211611;П.2000.6.113.8100/И.V.16.3.УХЛ1;ГП20;азот в 60Р-1№2;К 1-60.88.2
